author,rating,sentiment_label,date,comment
Abdel Tmax,1,negatif,il y a 4 mois,Je vous le conseille fortement si vous voulez jeter de l’argent
Pierre Lebeau,5,positif,il y a un an,"Super Campus
En formation d'architecture d'intérieur, tout se passe pour le mieux, je recommande vivement"
Aurelie CURET,5,positif,il y a 6 mois,Magnifique campus ! Équipe au top !
Mathieu Didd,1,negatif,Modifié il y a 4 ans,"Ecole au discours prometteur mais à part sa rien d'autre , attendez vous a vous ennuyer ,   trop de chose inacceptable , tellement incompétent qui sont aller jusqu’à embaucher un prof avec un faux c.v qui tenter de soutirer de l'argent a des étudiant , dois je en rajouter ?"
Guillaume Restoul,5,positif,il y a 4 ans,"Je suis en B3, et l'aide et l'encouragement à la création de mes projets étudiants, personnels et professionnels à moi et mon pote sont très présents."
Victor Terninck,1,negatif,il y a un an,"École sale , mal organisé, le seul intérêt est l’alternance sur 2 ans en master celon moi"
Frédérique Gerbeaud,5,positif,il y a 2 ans,Très bien
Megatron Officiels,5,positif,il y a 2 mois,Super sympathique
Thierry Roy,5,positif,il y a 2 ans,J ai beaucoup aimé merci pour tout
Stephen Micosa,5,positif,il y a un an,Incroyable le nouveau campus!!!!
Michel Mustafov,5,positif,il y a un an,Nouveau campus!
Nolan_Rchvl,4,positif,il y a 2 mois,
Jules Pagani,5,positif,il y a 2 mois,
Alexandra 4545 4545,1,negatif,il y a 2 mois,
Odile Sauvage,5,positif,il y a 2 mois,
Petit Jean Gardien de Bœuf,4,positif,il y a 2 mois,
Hamza Chater,1,negatif,il y a 4 mois,
Ludovic NAY,5,positif,il y a 8 mois,
Ravnow,5,positif,il y a un an,
Frédéric Sitterlé,5,positif,il y a un an,
Eugart13,5,positif,il y a un an,
sarah mirbelle,5,positif,il y a 2 ans,
khé mis,5,positif,il y a 2 ans,
nicolas nay,4,positif,il y a 2 ans,
Adem Fellah,5,positif,il y a 2 ans,
CIAchris YT (WeRTaZok PoPs),1,negatif,il y a 2 ans,
Cyprien Siaud,5,positif,il y a 2 ans,
Patrice Dupuy,3,neutre,il y a 3 ans,
Maroussia Turpin,4,positif,il y a 3 ans,
Cachoulajolie 83 (Personnel),3,neutre,il y a 3 ans,
edgard garnier,5,positif,il y a 3 ans,
MNK FTHR,4,positif,il y a 4 ans,
Maë Foy,5,positif,il y a 4 ans,
Sophia Mk,5,positif,il y a 4 ans,
Talia Allal,5,positif,il y a 5 ans,
Pierre Jourlin,5,positif,il y a 5 ans,
Téo Mercier,3,neutre,il y a 5 ans,
Hubert (“HD”),4,positif,il y a 5 ans,
L . W,4,positif,il y a 5 ans,
Yanis Maleval,5,positif,il y a 5 ans,
wiechert pauline,5,positif,il y a 5 ans,
MAB DEVTECH,5,positif,il y a 5 ans,
de Garam Yoann,2,negatif,il y a 5 ans,
Dominique MORAND,5,positif,il y a 6 ans,
melissa m,5,positif,il y a 6 ans,
Bli Mp,5,positif,il y a 8 ans,
Matéo Rossignolo,5,positif,il y a une semaine,"Je suis actuellement en B2 Digital & IA.
Ayant pour projet personnel de monter ma maison de couture, je dois dire que j'ai beaucoup appris au sein d'Ynov. J'ai pu appliquer bon nombre de notions à mon projet et le voilà maintenant sur le bon chemin pour se réaliser.
Les intervenants sont pour la majorité à l'écoute et apportent une réelle vision professionnelle.

Bien sûr, comme toutes les écoles, privées comme publiques, tout n’est pas parfait. Seulement, l'équipe pédagogique et la direction sont à l'écoute et font de leur mieux pour améliorer les formations ainsi que la vie étudiante.

Je recommande :)"
Carole Buisson,1,negatif,il y a un mois,"Mon fils est inscrit depuis septembre 2024 dans cette école dans la filière animation 3d à Bordeaux.
Lors de la première année il a été très libre et a eu assez peu de cours vu le prix de la formation. Il devait y avoir 2 groupes de 20 dans sa filière mais finalement il n'y a eu qu'un groupe de 30 environ. Le tarif restant inchangé... De nombreux cours en visio alors qu'ils n'ont que des demi journées de classes. Assez léger comme programme. Et la deuxième année, encore moins de cours mais toujours le même prix. Ce qui était annoncé lors de l'inscription change. Et le programme a changé pour la troisième année. D'autres part, le master VFX qui intéressait mon fils ne se fait plus à Bordeaux. Comme la filière n'attire pas assez d'élèves, elle n'existe plus.... Une école qui mise tout sur la rentabilité apparemment...Très beau locaux mais le contenu est vraiment léger vu le prix.
Assez déçue de cette école qui sait très bien se vendre mais qui ne tient pas ses engagements pédagogiques."
Sarah GUIMBERTEAU,5,positif,il y a 2 mois,"Mon fils et moi avons découvert le campus YNOV lors d’une conférence au salon Aquitec animée par son directeur en septembre dernier.
Venus nous renseigner sur leur formation en cybersécurité, nous avons été conquis par la présentation du cursus, ouvert à l’alternance et à l’international. Le professionnalisme et l’ambition du directeur nous a confirmé que le choix de cette école était le bon. C’est naturellement portés par un grand enthousiasme que nous avons visité ensuite le campus lors des portes ouvertes. Confirmation de notre ressenti positif :  présentation d’une large palette de formations toutes aussi qualifiantes et qualitatives les unes que les autres, infrastructure moderne, high Tech,  environnement optimal avec des espaces de travail et zones de repos tendances, contact avec des intervenants engagés, professionnels à la dynamique communicative !
Un combo gagnant pour finaliser l’inscription de mon fils pour ses études supérieures !  Souhaitant bien sûr qu’il y bénéficie des meilleurs enseignements pour développer des compétences clés gages de réussite !"
Loriane C,5,positif,il y a 5 jours,"Super expérience immersive chez Ynov, je recommande pour ceux qui veulent du concret, et des compétences recherchées dans les métiers du digital et numérique.
Très beau campus !"
Lilian SAULIÈRE,1,negatif,il y a 6 mois,"J’ai fais partie de la filière Marketing&Communication, je n’aurai jamais du venir à YNOV.
Lors de mon premier rendez-vous avec le coordinateur de la filière, il m’a explicitement dit qu’il y avait 20 places pour actuellement 85 demandes. Quelle a été ma surprise le jour de la rentrée quand j’ai vu que nous étions 40. Alors que l’argument de ce monsieur d’avoir une classe de 20 pour faciliter l’apprentissage, la communication et la cohabitation était une bonne chose pour moi, ce sentiment a vite changé.
Entre les intervenants, qu’ils sont bons ou mauvais, qui n’arrivaient pas tenir une classe de 40 élèves dans des salles non adaptées et les élèves eux-mêmes qui n’avaient pas forcément envie d’apprendre dans ces conditions là, nous sommes arrivés à tous nous décrocher.
Et tout ça car le choix entre 20 élèves qui payent chacun 8000€ l’année et 40 élèves qui payent 8000€ l’année ; le choix est très vite fait.
S’endetter pour être formé comme je l’ai été c’est très frustrant.
Pendant 2 ans nous avons été formé à UN seul métier du Marketing et de la Communication avec des modules qui étaient mal choisis.
Le jour où j’ai quitté l’établissement j’ai adressé un courrier à la direction, au bout de 3 ans je n’ai toujours pas de réponse. Ça reflète l’intérêt qu’ils portent à leurs élèves, si jamais il y a une réponse à cet avis c’est juste pour faire bonne figure en public, tout pour la forme mais le fond est vide.. c’est dommage.
Si vous souhaitez avoir un cursus solide, avec des intervenants dignes de ce nom, des services qui vous servent, des coordinateurs et une équipe pédagogique qui travaillent dans votre sens, je vous conseille de regarder ailleurs qu’à YNOV."
Rudy Viard,5,positif,Modifié il y a 2 mois,Ynov est une école disposant déjà de locaux flambants neufs qui donnent envie d'étudier. Les formations sont solides sur les métiers du digital. De bons intervenants aussi.
Céleste Herbreteau,1,negatif,il y a 6 mois,"Très déçue par mon expérience à Bordeaux Ynov Campus. Pour le prix élevé demandé chaque année, la qualité de la formation n’est pas au rendez-vous. Beaucoup d’intervenants ne sont pas à la hauteur et les cours sont souvent répétitifs d’une année à l’autre, sans réelle montée en compétences sur les 3 ans du Bachelor.

Aucune cérémonie de remise de diplôme pour les Bachelors, aucun compte rendu des évaluations passées, et une administration totalement désorganisée. C'est dommage car le nouveau campus est tout de même joli et confortable pour les étudiants. L’accompagnement pour la recherche d’alternance est quasi inexistant : pas de réseau d’entreprises partenaires, aucun suivi, aucune aide concrète mis à part une assistance à créer un CV correct et des Jobdating qui proposent 2-3 entreprises en Marketing pour 300 étudiants… Résultat, certains étudiants doivent payer une 3e année sans alternance, faute de solution.

Je déconseille fortement cette école. Il existe clairement de meilleures formations à Bordeaux, plus sérieuses, mieux encadrées et réellement tournées vers l’insertion professionnelle.

À noter également : ne vous fiez pas aux avis positifs. L’école sollicite ses élèves pour qu’ils laissent des bons commentaires sur Google (cela a été mon cas plusieurs fois.)"
JF Phaner,5,positif,il y a 10 mois,"J'ai eu le plaisir de donner des cours plusieurs fois dans cette école et ce fut pour moi une expérience très enrichissante. La qualité des échanges avec les étudiants et la collaboration avec l'équipe pédagogique ont rendu ces interventions particulièrement gratifiantes.

L'environnement de travail moderne et l'organisation efficace m'ont permis de dispenser les cours dans des conditions idéales. La réactivité de l'équipe administrative et l'engagement des responsables pédagogiques ont grandement facilité mon intégration au sein de l'établissement."
Franck DIETMANN,5,positif,il y a un an,"Du nouveau chez Bordeaux Ynov Campus qui entame son partenariat avec Matériaux.archi ! En intégrant une Matériauthèque physique et digitale à sa structure, l'école offre à ses étudiants l'opportunité de découvrir et valoriser les matériaux et solutions de construction :-)"
Diane Sautereau,5,positif,il y a 8 mois,"Merci infiniment, Charlie, pour ton implication sans faille et ton accompagnement auprès de nous, élèves. Ta patience, ta pédagogie et ton énergie positive nous poussent à nous dépasser chaque jour. Tu sais rendre les choses claires, accessibles et intéressantes, toujours avec bienveillance et une pointe d’humour qui rend les apprentissages plus agréables. Grâce à toi, on progresse avec confiance, et on sait qu’on peut compter sur ton soutien en toutes circonstances.
Et comment ne pas mentionner Jean-Mi, le sang de la veine, toujours là avec son sourire, sa bonne humeur et ses précieux conseils. Sa passion et son engagement font de lui une personne exceptionnelle, toujours prêt à nous guider et à nous encourager. Il sait nous donner les clés pour avancer, nous aider à surmonter les obstacles et nous challenger quand il le faut.
Vous formez un duo incroyable, complémentaires et toujours disponibles pour nous. Vous ne vous contentez pas d’enseigner, vous inspirez et motivez, et c’est une vraie chance de vous avoir à nos côtés. Grâce à vous, l’expérience à Bordeaux Ynov Campus est bien plus qu’une simple formation : c’est une aventure enrichissante et stimulante. Un immense merci pour tout ce que vous faites, vous êtes au top !"
Johann - L,5,positif,il y a un an,"Bordeaux Ynov Campus a été un excellent choix pour ma formation en informatique. L’approche pratique avec des projets concrets et des intervenants impliqués m’a vraiment préparé au milieu professionnel. L’ambiance est motivante et le campus, bien situé avec un accès facile aux transports, offre un cadre agréable pour étudier et profiter de la vie étudiante."
A,1,negatif,il y a 10 mois,"Bulletins ET archives numériques perdus par l'école. Une désorganisation plus que lamentable. Plus de trois mois de relances perpétuelles pour contacter le siège, qui soit n'a pas la compétence, soit n'a pas l'envie de faire une recherche sans ses propres archives. À cause d'eux, ma reconversion professionnelle est caduque : l'école à laquelle je postulais m'avait donné un délai supplémentaire et Ynov n'a même pas su le respecter. Malgré toutes mes relances, je n'ai jamais obtenu les papiers à temps. Clairement, je ne suis pas fière d'avoir fait cette école."
Lou-Ann C,5,positif,il y a 9 mois,"Cela fait maintenant 5 ans que je suis à Ynov en filière illustration, spécialité concept art. Je cherchais une formation professionnalisante, dans laquelle mes professeurs pourraient guider mes progrès vers les attentes de l'industrie. Ynov a parfaitement rempli mes attentes. Les intervenants professionnels sont toujours disponibles pour nous faire des retours et nous conseiller afin que notre entrée dans le monde du travail se passe au mieux. En classe, l'ambiance est bienveillante et motivante. Tout le monde se tire vers le haut, et les infrastructures modernes nous mettent vraiment dans des conditions idéales.

Oubliez les cours magistraux, car à Ynov, tous les projets sont concrets : on apprend en faisant ! C'est l'occasion pour nous de découvrir les méthodes de l'industrie et de développer aussi bien nos hard skills que nos soft skills. Ça m'a vraiment permis de m'équiper pour le monde du travail, puisqu'aujourd'hui, je suis en alternance dans un studio de jeux vidéo.

À Ynov, l'accent est mis sur l'investissement personnel, avec le programme en demi-journée. Cela m'a permis de développer mon autonomie et ma proactivité, ce qui est essentiel à l'ère du numérique et du travail en distanciel. Enfin, j'ai particulièrement apprécié les Ydays, qui m'ont donné l'occasion de rencontrer et de collaborer avec les étudiants des autres filières. Pour être honnête, ça a beaucoup plu à mon employeur actuel, car j'y ai développé des compétences que je n'aurais jamais apprises au sein de ma filière initiale.

En bref : je vous recommande chaudement Ynov pour vos études !"
Yohan Lucasse,1,negatif,Modifié il y a un mois,"Audiovisuel

Cette école n’est qu’une perte d’argent et de temps, où tout ce professionnalisme qu’elle présente n’est qu’une façade derrière laquelle se cache un lieu déshumanisé..."
Chiara Benabdelouhab,5,positif,il y a un an,"Je fais mes études dans ce campus et je suis ravie d'avoir choisi cette école pour faire ma formation dans la tech&business. Ce que j'apprécie, ce sont les intervenants et l'accompagnement avec les équipes de l'école qui nous accompagne dans notre parcours. La vie au campus est un plus, le lieu est bien placé et cela permet d'être tous réunis !"
Clément,1,negatif,il y a 11 mois,"Cette école est une blague.
J'ai passé trois ans d'études en filière Création&Design (de ma 3e année à la fin du mastère) pour la spécialité en motion design qui n'existait pas dans d'autres écoles.

Au final :
- En B3 très peu de motion design, sinon les bases les plus basiques, dans une salle sans chauffage où il y avait plus d'élèves que de prises électriques (très pratique pour charger un ordinateur qui ne tient pas la charge sur 8h de cours).
- En M1 des professeurs vraiment très intéressants pour le motion design mais sans aucun brief de l'école et dans des conditions infectes : une salle ridiculement petite, encore sans chauffage et sans matériel (même pas un pauvre câble HDMI).
- Et en M2 c'est là qu'on voit toute l'organisation de l'école.
Un projet vidéo est demandé pour valider le diplôme.
Nous avons donc des ""cours"" inutiles qui consistent seulement à être présents, obligatoirement sur le campus, et travailler sur le projet que nous organisons et créons quasiment seuls (il y a bien un professeur présent mais qui nous parle peu, nous met une pression monstre et qui nous aide très peu car ""il ne sait pas"").
Vous vous rappelez des professeurs intéressants de l'année précédente? Il n'ont pas été reconduits pour nous encadrer.
Le projet a commencé à la rentrée d'octobre sauf que notre nouvelle référente filière a disparu du jour au lendemain, ce qui a mené à des informations très rares, très floues et qui changeaient toutes les semaines.
Les choses semblent se réorganiser en janvier mais il faudra finalement, encore une fois, changer d'axe pour nos projets, après un examen qui validait l'axe précédent…
Puisque notre promotion n'avait pas beaucoup d'élèves, on a dû partager notre salle avec une autre promotion, ce qui a évidemment posé problème pour se concentrer.
Tous ces problèmes ont été remontés en interne un nombre incalculable de fois, mais l'issue était en grande majorité une action très faible, sans compter la politique de l'autruche.
Je dois sûrement oublier beaucoup d'autres détails qui ont nui au bon déroulement de cette année mais comprenez l'idée.

J'ai ensuite eu des problèmes de santé au cours de l'année ce qui m'a empêché de conclure mon projet et passer les examens.
On m'a donc annoncé en septembre que je pourrai passer les rattrapages qui se tiendront en juin, ce qui était parfait.
Mais vous vous en doutez, ça a aussi changé puisque l'on m'annonce en décembre que le rattrapage est avancé en janvier...
Autrement dit, je ne pourrai pas obtenir mon diplôme après presque 2 années passées, et tout ça à cause d'une organisation catastrophique.
Merci Ynov Bordeaux.

(Heureusement il existe une membre du personnel interne et un professeur qui semblaient se soucier réellement de nous et qui souhaitaient régler ces problèmes, merci d'avoir essayé et ne changez rien à votre bienveillance)"
Odile Beh,5,positif,il y a un mois,"Je viens à peine de capter qu'enfin, toutes les lumières et écrans sont éteints quand le campus est fermé ❤️ bravo Ynov 😁 …"
Yohan Raflegeau,1,negatif,il y a 11 mois,"J’ai fait les 3 ans de bachelor en animation 3D , depuis le nouveau campus c’est une catastrophe . Des cours « d’autonomie » toutes les semaines. Malgré 14 de moyenne un simple oral raté empêche d’avoir le « bachelor » (bachelor non reconnu par l’état). Une organisation plus que douteuse… Des travaux rendu qui n’ont jamais été noter malgré le travaille fournit
A plus de 8000€ l’année c’est tout simplement honteux.
Le master est tout aussi honteux en sachant que c’est presque impossible de trouver une alternance en 3D faire payer une somme astronomique alors qu’il y a que une dizaine de semaine de cours dont la plupart des jours en autonomie et sans intervenant.
En bref l’école a un fabuleux nouveau campus mais c’est tout."
Emilie Mourlhon,4,positif,il y a 10 mois,"En tant qu'étudiante à Bordeaux Ynov Campus, je suis vraiment satisfaite de l'accompagnement proposé, notamment par le pôle entreprise. L'école met un point d'honneur à nous aider dans notre insertion professionnelle grâce à des événements Jobdating, des offres d'alternance exclusives et un suivi personnalisé très régulier. Merci Bérénice 😉"
Deimos,5,positif,il y a un an,Cela fait deux ans que je suis étudiant en filière audiovisuelle au sein de Bordeaux Ynov Campus. Je suis satisfait par ma formation à l'heure actuelle. Projet et cours intéressant. Beaucoup de pratique durant l'année. Je conseille vivement. Campus très lumineux et accessible avec beaucoup de transports au alentours.
Théo BAILLY,5,positif,il y a 10 mois,"J'ai eu la chance d'effectuer 3 années d'études à Ynov (du bachelor au mastère) en spécialité Cybersécurité, et le contenu des cours était au rendez-vous.
Nous avons eu la chance de rencontrer des intervenants de qualité dans notre domaine, qui ont su élever nos compétences en s'adaptant parfaitement à chaque profil.

De plus, le partenariat de l'école avec la plateforme ""HackTheBox"" est un réel tremplin pour les élèves.

Je recommande la filière pour tous les passionnés de Cybersécurité ! 👍"
Nahasia,1,negatif,il y a 11 mois,"Après un Bachelor Illustration & suite à une demande explicite d'avis Google positif : Voilà la liste des principaux problèmes rencontrés lors de mon parcours (élève et déléguée) pour près de 20 000€ :

Matériel & Locaux : Peu pris en charge + pas adapté
- Non fourni, à payer via une liste contenant des références onéreuses inutiles à la formation, et nouvelles références spécifiques à acheter régulièrement.
- Manque de place/prises pour des cours PC/tablettes, et de point d'eau pour des cours de peinture.
- Logiciel de 3D Zbrush non fourni pour nos PC, crack utilisés(illégal)
- Licences Adobe qui expire avant notre fin d'étude (pendant nos projets)
- Demande de scanner/imprimante (d'intervenants) pour des cours traditionnel jamais aboutie.

Outils pédagogiques : Pas adaptés
- Intervenants non formés aux plateformes de notations et gestion
- Plateforme d'offres pro Ymatch pas adaptée aux filières créatives (0 offres ni partenaires)

Programme : Fausses informations & manque de pédagogie
- Mensonges (entretien+publicité) sur le contenu de la formation : Cours annoncés (anglais+animation 2D) jamais reçus + Cours InDesign RÉCLAMES pour être programmé.
- Intervenants non briefés sur le programme ou l'emploi du temps (cours qui ne correspondent pas, ou déjà vus)
- Beaucoup de cours assurés par des élèves de Master
- École ""professionnalisante"" mais AUCUN cours sur le statut professionnel et problématiques du monde du travail.

Notations & Diplômes : Manque de cohérence + aberrations
- Notations (extrêmement) tardives sans barèmes ni commentaires.
-Des Erreurs (dont des 0) jamais corrigées dans les bulletins comptabilisés pour le diplôme.
- Examen Professionnel Oral de B2 annoncé et préparé qui n'a jamais eu lieu. A la place, corrigé par un élève et jamais présenté à un jury pro
- B3 : Aucun accompagnement pro pour notre Projet pro
- Passage oral prévu en septembre de l'année suivante
+ Erreur de date sur la convocation apprise le jour même (après déplacement train)
- Promesse d'un bachelor reconnu par l'état (pas le cas) + Diplôme Master annoncé ""reconnu RNCP"" dans la communication : ne correspond pas a la formation (gestion de projet non d'Illustration)

Stages & Alternances : Fausses infos & Manque d'accompagnement
- Promesse d'alternance possible en bachelor : faux
- Aucun accompagnement dans la recherche de stage & outils pas adaptés
- B3 Obligation de faire un nombre de semaine de stage impossible avant juillet (sans sacrifier son job d'été ou alimentaires)
(Déjà déclarée et en contrat : TRÈS COMPLIQUE de faire comptabiliser mes opportunités pro pour la validation du diplôme + aucune infos pour cette situation.

Administration : Absence de transparence et de communication
- Imprévus de salles et mauvaise gestion des emplois du temps très fréquents.
- Équipe pédagogique démissionnant très régulièrement
- Périodes sans référent
- Communication TRÈS COMPLIQUÉE au fil des problèmes, et tentatives régulière part d'en discuter, en vain.
+ Magnifique Intervention ""intimidation"" en B3 par 10personnes du pôle administratif pour nous reprocher nos revendications et ""mettre les choses au clair"" = nous faire peur puis partir sans discuter réellement

Vie étudiante : Très mise en avant, mais creuse et inquiétante
- Activités sportives dans la cafeteria sans accès trousse de secours car personne présent + Intervention et accès des pompiers TRÈS COMPLEXE (pour blessure) pour les même raisons.
- Sorties sans intervenants
- Harceleur d'une amie jamais viré comme promis suite à plusieurs signalements.
- Discours haineux d'une responsable administrative sur la mauvaise santé mentale ""des jeunes"" suite à de nombreuses absences ou débuts de dépressions dans les classes.

(dont je ne suis pas passé loin, avec la charge mentale que représentais la gestion de tous ces points)

Points positifs :
Dépendent de rares intervenants passionnés qui nous ont beaucoup appris (merci à eux)
Nous revenons avec des bases de logiciels, de dessin mais malheureusement aucune préparation au monde pro.
Rien qui ne justifie ce prix et cette considération."
Oscar Bache,5,positif,Modifié il y a 9 mois,"Super campus!
L’équipe pédagogique est super. Mon cursus en audiovisuel se passe très bien entre l’accompagnement, les opportunités et les relations sociales que j’y créer. Rien à redire je vous conseil cette école."
Zebu .MP4,1,negatif,il y a un an,"Bonjour,

J'ai été pendant 3 ans au sein de cette école dans la filière audiovisuel. C'est pourquoi je me permet de donner aujourd'hui mon avis sur la qualité de l'école

Tout d'abord le bon point à noté c'est la création de nouveaux locaux et l'investissement dans du matériel (pour ma part matériel audiovisuel renouvellé). Cela permet de mettre a jour l'école mais cela ne la différencie pas des autres écoles qui ont souvent le même matériel. Il a quand même fallut 2 années (au même prix) ou l'ont à évoluer avec un matériel clairement au rabais  casser dans tout les sens et pour lequel il faut faire un parcours du combattant pour pouvoir l'utiliser(évidement quand les élèves des 1er,2ème et 3ème années on des projets en même temps et qu'ils doivent tous se partager 60 élève par promotion donc environs 180 élèves pour 10 caméra et 5 lumières).
Pour ce matériel casser je m'attend a l'explication de l'école qui
remettera la faute sur les étudiants plutôt que sur leur dysfonctionnements car oui ils sont nombreux.

Tout d'abord il y a la l'équipe pédagogique de l'école qui est effrayante avec des personnes qui sont loin d'être la pour vous écoutez et qu'au moindre questionnement les embarrasants ils se mettent a vous aboyer dessus parfois avec 4 personne de l'école pour vous parler comme si vous étiez un enfant de primaire. Evidement certaines personne de l'admissitration sont de vraie crême et sont à l'écoute et on la volonté de vous aidez mais elle sont souvent bloquer par une majorité...

Je tiens aussi a signalé que pour l'accompagnement général des éléves le minimun syndicale est fais. Les plateformes comme Ymatch pour trouver alternance ou stage sont souvent une façade que l'école utilisent pour vous dire qu'ils vous aident malgres une plateformes horrible et des offres qui concernement souvent une minorité et qui sont limitées.
Ils répondront surement qu'ils vous accompagne en mettant en place des réunion pour les recherche d'alternance qui se limite souvent a un appel.
""Bonjour tu as trouver une alternance ?
-Non.
Vous savez qui faut mettre une photo sur votre cv ?
-Oui
-Ah d'accord au revoir""

Ils sont pourtant très réactif quand il faut envoyer la facture au parents et il n'hésite pas à couper l'acces au plateforme ou votre badge d'entre que vous premez du retard sur le payement (ne mentez pas en me répondant ça m'est arrivé 2 fois sur 2 années...)

Franchement je vous fais pas la liste des problèmes parce que pour le coup il y en a. Je pourrais remplir des tiroirs de leurs mail pommé ou ils ne savent pas ou l'éléve en est. Ils vous envoie des fois de mail en mode panique vous avez pas d'alternance ou de stage vous allez pas pouvoir passer votre année alors que ça fais 4 mois que vous leur avez fais signer votre contrat de stage(c'est un vrai cas qui m'est arrivé imaginez vous le stress pour l'étudiant)...

A et j'ai vu dans de nombreux commentaire des plainte d'étudiant sur les alternants qui vous font cours... C'est réel ! Ce sont toujours des alternant ayant 1 années de plus que vous qui vous encadre et parfois qui vous font des cours c'est halucianant et je comprend pas comment ça peut passez. Le métier d'intervenant et la pédagogie ne s'invente pas ! Sans parler du fais que ces même alternant on acces a tout (par exemple au matériel) et que si vous avez des affinité avec eux boom tu prend ce que tu veux quand tu veux. Ce n'est pas de la faute des alternants qui sont juste des jeunes étudiants qui veulent leurs diplome et qui ont des amis de leurs age c'est normal par contre ce n'est pas normal que l'école leur donne autant de responsabilité

Franchement des rigolos... Heureusement que certaine personnes vous redonne de l'espoire mais un conseil n'allez par dans cette école et pour les personnes de l'admistration qui y sont des crème quittez-la !!!"
Mathieu Coudroy,5,positif,il y a un an,"Je recommande grandement l'école!
Le nouveau campus est grand, il est très bien équipé & adapté aux besoins des différentes filières
Les intervenants sont intéressants et les mentors permettent un suivi de chaque élève (contrairement à la fac)
Il y a une bonne communication entre l'administration & les élèves, mon expérience a été très bonne sur ma première année"
Charlène,2,negatif,il y a un an,"Je viens de finir ma formation de 2 ans dans cette école en tant qu'étudiante en marketing et communication et je n'en tire pas du tout une bonne expérience. Seul point positif pour ma part : les deux référents de ma filière qui se sont battus pour essayer de faire tenir la formation et pour les 3 formateurs qui aiment transmettre leur métier et sont très pédagogues.

A propos de la formation en elle-même, les matières ne sont pas du tout adaptées à la réalité des choses. Les formateurs qui nous font simuler des projets pour Coca-Cola (avec des budgets conséquents) quand nous travaillons (pour la majorité) dans des PME, ne reflète pas du tout la réalité et ne nous prépare pas au monde du travail qui nous attend. Aucun de nous ne va sortir de l'école en étant embauché par Coca et travailler sur des projets à plusieurs millions d'euros. Nous n'avons eu aucun cours de graphisme alors qu'une partie de notre travail repose dessus. Pareil pour le SEA (référencement payant), nous n'avons jamais rien vu en profondeur sur le sujet (comme par exemple, comment fonctionne Google Ads). Et d'autres sujets, mais j'en passe... La filière est donc loin de répondre aux attentes de l'extérieur, heureusement que l'alternance nous permet de découvrir par nous-même le métier (pour ceux qui ont cette chance).

La majorité des formateurs ne sont absolument pas pédagogues. On nous vend le fait que ce sont des professionnels du métier, mais ni leur cours ni leur pédagogie ne sont fait pour enseigner. Certains en font le moins possible, ou débitent leur cours sans savoir si la classe comprend ou si leur méthode est adaptée. Ils ne sont la que pour nous attribuer une note, demandée par le campus, et n'en ont rien à faire de savoir si nous avons acquis leur cours. La performance au dépit de l'apprentissage. Un sondage afin de connaître notre avis sur le cours et le formateur nous est envoyé à chaque fin de matière, mais je me demande réellement s'ils en tiennent compte pour améliorer les cours et former les formateurs...

Ajoutez à tout cela des problèmes de communication et vous vous retrouvez avec une formation qui ne m'a pas appris l'ensemble de ce qu'elle m'avait promis au départ. Il faut vraiment essayer de forcer pour apprendre par soi-même dans l'alternance, tout ce qui manque dans la formation, pour être réellement prêt au monde du travail."
ana pemartin,5,positif,il y a 9 mois,"J’ai eu la chance de participer à un stage découverte en architecture d’intérieur. Si c’était à refaire, je le referais sans hésiter. Les intervenantes sont très accueillantes et à l'écoute."
Gauthier Charles,5,positif,il y a un an,"J'ai commencé un Mastère chez Ynov, cette année. Je tiens à remercier toute l'équipe pour sa bienveillance et son accompagnement, lors de ma recherche d'alternance.
Je suis actuellement chez la Banque Postale, et cela se passe très bien.
Je recommande vivement cette école. <3"
Lya Le Guernic,5,positif,il y a 2 ans,"Étudiante en 3ème année d’architecture d’intérieur je suis plus que satisfaite de cette école. De par sa qualité de suivi pédagogique ainsi que de l’apport de connaissance que j’ai eu dès ma première année. Les intervenants sont des professionnels donc ça permet d’élargir son réseau, d’avoir des retours d’un professionnel ce qui est d’autant plus bénéfique."
Emilie Robitaillie,4,positif,il y a 2 ans,"Bonne école, constamment en train de s'améliorer. Tes avis sont pris en compte. Tu rencontres des personnes dans des filières différentes, tu peux participer à la vie de l'école et proposer des soirées ou des activités. Les cours peuvent être durs, il faut apprendre à ne pas être gêné à parler en public, à ne pas avoir honte. J'aime beaucoup cette école."
Manon ARCAS,5,positif,il y a 2 ans,"Actuellement en premiere année de Bachelor en Informatique je pense pouvoir être à même de faire un bilan sur cette école.
je suis très satisfaite de tout ce que j'ai pu apprendre cette année.
Que ce soit au niveau de la pédagogie, les intervenants sont qualifiés et on beaucoup de choses à nous apprendre.
La pédagogie par la pratique en mode projet accompagnée par des mentors peut certes surprendre mais s'avère très efficace! J'ai également pu choisir l'option robotique qui m'a permis de découvrir et de progresser dans ce domaine qui me passionne tout au long de l'année. L'ambiance est top et les équipes à l'écoute je recommande cette école.
Tout personne passionné ayant envie d'apprendre y trouvera son compte"
Ahliko,5,positif,il y a 2 ans,"École dynamique dans les cours et dans la manière d'apprendre. Je suis en première année de Bachelor en Informatique et je suis très satisfait de ce que j'ai appris cette année. Nous avons abordé les bases de la programmation et réalisé des projets concrets. J'ai également choisi l'option robotique qui m'a permis de réaliser des projets supplémentaires, tout au long de l'année. Je recommande cette école à toute personne cherchant un enseignement hybride, mélangeant des cours théoriques pour introduire ou approfondir des notions et des cours pratiques avec des travaux pratiques utilisables au quotidien à domicile."
